,Dateformat,Time,Network,Home,Away,Viewers,Year,Postseason,Week,Home Rank,Away Rank,HomeConf,AwayConf,FBSConfGame,HomeOff,HomeDef,AwayOff,AwayDef,HomePred,AwayPred,OUPred,Line,OULine,HomeWins,HomeLosses,AwayWins,AwayLosses,HomeGames,AwayGames,RecDifferentials,TV_OTA,TV_ESPN,TV_Cable_ESPN2,TV_Cable_FS1,ViewersK,HomeBin,AwayBin,AddBin,MultBin,HasACC,HasBigTen,HasBig12,HasPac12,HasSEC,HasFCS,A5vA5,A5vG5,G5vG5,Top2,Top5,Top10,Top15,Top25,Real date,OnThursday,OnFriday,OnSaturday,Hour,EarlyAfternoon,LateAfternoon,PrimeTime,LatePrime,Window_A_Games,Window_B_Games,Window_C_Games,Games_In_Window,pred,pred_gbr,pred_etr,pred_model_diff,diff,diffpct
198,2021-11-06,15:30:00,FS1,Maryland,Penn State,936000,2021,0,10,,,Big Ten,Big Ten,1,29.25,30.375,26.5,17.0,23.125,28.4375,51.5625,,,5,3,5,3,8,8,4,0,0,0,1,936.0,20,29,49,580,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2021-11-06,0,0,1,15,0,1,0,0,6,0,0,6,970.9272621241953,1226.8546442483905,714.99988,26.359068501617433,-34.927262124195295,3
199,2021-11-06,19:30:00,FS1,Iowa State,Texas,907000,2021,0,10,,,Big 12,Big 12,1,32.125,19.625,39.375,29.75,30.9375,29.5,60.4375,5.0,60.5,5,3,4,4,8,8,2,0,0,0,1,907.0,12,25,37,300,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2021-11-06,0,0,1,19,0,0,1,0,4,0,0,4,879.3929579179337,741.5059158358674,1017.28,-15.679798301834264,27.6070420820663,3
200,2021-11-06,15:30:00,ESPN2,Cincinnati,Tulsa,796000,2021,0,10,6.0,,AAC,AAC,1,39.875,14.25,24.375,30.875,35.375,19.3125,54.6875,23.5,55.5,8,0,3,5,8,8,6,0,0,1,0,796.0,15,10,25,150,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2021-11-06,0,0,1,15,0,1,0,0,6,0,0,6,556.1543724205414,536.2287448410829,576.08,-3.5827512229629,239.84562757945855,43
201,2021-11-06,12:00:00,ESPN2,Minnesota,Illinois,595000,2021,0,10,20.0,,Big Ten,Big Ten,1,28.375,18.875,17.5555555555555,23.3333333333333,25.85416666666665,18.21527777777775,44.0694444444444,14.5,42.5,6,2,3,6,8,9,1,0,0,1,0,595.0,20,12,32,240,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2021-11-06,0,0,1,12,1,0,0,0,5,0,0,5,637.7327618907875,494.3056037815751,781.1599199999999,-22.490166207546118,-42.732761890787515,6
202,2021-11-06,22:15:00,ESPN2,UTEP,UTSA,412000,2021,0,10,,,C-USA,C-USA,1,24.875,20.375,39.375,18.75,21.8125,29.875,51.6875,12.0,51.5,6,2,8,0,8,8,12,0,0,1,0,412.0,10,10,20,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-11-06,0,0,1,22,0,0,0,1,2,0,0,2,409.71959664850135,405.23919329700266,414.2,-1.0935291814568502,2.2804033514986486,0
203,2021-11-06,12:00:00,FS1,Kansas,Kansas State,344000,2021,0,10,,,Big 12,Big 12,1,15.75,43.75,27.5,23.0,19.375,35.625,55.0,,,1,7,5,3,8,8,-4,0,0,0,1,344.0,10,11,21,110,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2021-11-06,0,0,1,12,1,0,0,0,5,0,0,5,287.0699921721971,241.77998434439422,332.36,-15.776643000929186,56.93000782780291,19
204,2021-11-06,23:00:00,FS1,Hawaii,San Diego State,225000,2021,0,10,,24.0,Mt. West,Mt. West,1,29.2222222222222,33.8888888888888,29.625,17.5,23.3611111111111,31.7569444444444,55.1180555555555,,,4,5,7,1,9,8,5,0,0,0,1,225.0,10,10,20,100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2021-11-06,0,0,1,23,0,0,0,1,2,0,0,2,271.22282205934806,292.12564411869613,250.32,7.706881707312293,-46.22282205934806,17
205,2021-11-09,20:00:00,ESPN2,Eastern Michigan,Ohio,294000,2021,0,11,,,MAC,MAC,1,34.8888888888888,27.5555555555555,22.6666666666666,31.3333333333333,33.11111111111105,25.11111111111105,58.2222222222221,9.5,60.5,6,3,2,7,9,9,-2,0,0,1,0,294.0,0,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-11-09,0,0,0,20,0,0,1,0,0,0,0,0,424.14544584754594,402.6108916950918,445.68,-5.07716264863408,-130.14544584754594,30
206,2021-11-11,19:30:00,ESPN,Pittsburgh,North Carolina,1213000,2021,0,11,,,ACC,ACC,1,45.0,22.6666666666666,38.8888888888888,33.4444444444444,39.2222222222222,30.7777777777777,69.9999999999999,6.5,75.5,7,2,5,4,9,9,6,0,1,0,0,1213.0,20,20,40,400,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2021-11-11,1,0,0,19,0,0,1,0,0,0,0,0,1518.7898406946356,1436.099761389271,1601.47992,-5.444471452847307,-305.7898406946356,20
207,2021-11-12,18:00:00,ESPN2,South Florida,Cincinnati,1157000,2021,0,11,,5.0,AAC,AAC,1,24.7777777777777,34.3333333333333,38.5555555555555,14.8888888888888,19.83333333333325,36.4444444444444,56.27777777777765,,,2,7,9,0,9,9,4,0,0,1,0,1157.0,13,15,28,195,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2021-11-12,0,1,0,18,0,0,1,0,0,0,0,0,911.1809358990001,929.2018717980004,893.16,1.977756029456454,245.81906410099987,26
208,2021-11-12,21:00:00,FS1,Boise State,Wyoming,454000,2021,0,11,,,Mt. West,FCS,0,30.4444444444444,20.8888888888888,23.0,21.3333333333333,25.88888888888885,21.9444444444444,47.83333333333325,15.0,46.5,5,4,5,4,9,9,2,0,0,0,1,454.0,10,10,20,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021-11-12,0,1,0,21,0,0,0,1,0,0,0,0,328.79067348490906,397.5813469698181,260.0,20.922331146374944,125.20932651509094,38
209,2021-11-13,12:00:00,ABC,Penn State,Michigan,5942000,2021,0,11,,6.0,Big Ten,Big Ten,1,27.0,16.6666666666666,36.2222222222222,16.0,21.5,26.4444444444444,47.9444444444444,,,6,3,8,1,9,9,10,1,0,0,0,5942.0,29,44,73,1276,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2021-11-13,0,0,1,12,1,0,0,0,4,0,0,4,4967.777576197817,4748.715152395635,5186.84,-4.4096665046313515,974.2224238021827,19
210,2021-11-13,15:30:00,CBS,Tennessee,Georgia,5781000,2021,0,11,,1.0,SEC,SEC,1,38.2222222222222,28.2222222222222,38.4444444444444,6.55555555555555,22.388888888888875,33.3333333333333,55.72222222222217,21.5,54.0,5,4,9,0,9,9,10,1,0,0,0,5781.0,31,40,71,1240,0,0,0,0,1,0,1,0,0,1,1,1,1,1,2021-11-13,0,0,1,15,0,1,0,0,4,0,0,4,4878.743850237106,4622.807700474213,5134.68,-5.245943579318175,902.256149762894,18
211,2021-11-13,15:30:00,ABC,Ohio State,Purdue,4739000,2021,0,11,4.0,19.0,Big Ten,Big Ten,1,44.8888888888888,19.0,24.7777777777777,18.4444444444444,31.6666666666666,21.88888888888885,53.55555555555545,19.5,62.5,8,1,6,3,9,9,10,1,0,0,0,4739.0,50,18,68,900,0,1,0,0,0,0,1,0,0,0,1,1,1,2,2021-11-13,0,0,1,15,0,1,0,0,4,0,0,4,4856.972717126893,4800.825474253787,4913.11996,-1.1560131411716015,-117.97271712689326,2
212,2021-11-13,12:00:00,FOX,Baylor,Oklahoma,3719000,2021,0,11,13.0,8.0,Big 12,Big 12,1,36.3333333333333,20.5555555555555,42.8888888888888,24.2222222222222,30.27777777777775,31.72222222222215,61.9999999999999,6.5,64.0,7,2,9,0,9,9,14,1,0,0,0,3719.0,19,28,47,532,0,0,1,0,0,0,1,0,0,0,0,1,2,2,2021-11-13,0,0,1,12,1,0,0,0,4,0,0,4,3964.6421179246718,4812.204235849344,3117.08,21.378023355317026,-245.64211792467177,6
213,2021-11-13,19:00:00,ESPN,Mississippi,Texas A&M,3531000,2021,0,11,,11.0,SEC,SEC,1,37.7777777777777,27.0,28.5555555555555,14.6666666666666,26.22222222222215,27.77777777777775,53.9999999999999,,,7,2,7,2,9,9,10,0,1,0,0,3531.0,28,35,63,980,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2021-11-13,0,0,1,19,0,0,1,0,4,0,0,4,2419.076536204121,2301.073112408242,2537.07996,-4.878035979012192,1111.923463795879,45
214,2021-11-13,19:30:00,ABC,Virginia,Notre Dame,3278000,2021,0,11,,9.0,ACC,Independent,0,38.8888888888888,30.7777777777777,32.7777777777777,22.4444444444444,30.6666666666666,31.7777777777777,62.4444444444443,,,6,3,8,1,9,9,10,1,0,0,0,3278.0,20,32,52,640,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2021-11-13,0,0,1,19,0,0,1,0,4,0,0,4,3056.392879067177,2863.745758134354,3249.04,-6.303087611944035,221.6071209328229,7
215,2021-11-13,16:00:00,FOX,Michigan State,Maryland,2204000,2021,0,11,7.0,,Big Ten,Big Ten,1,34.0,22.6666666666666,27.5555555555555,30.4444444444444,32.2222222222222,25.11111111111105,57.33333333333325,14.0,61.5,8,1,5,4,9,9,8,1,0,0,0,2204.0,34,20,54,680,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2021-11-13,0,0,1,16,0,1,0,0,4,0,0,4,3223.4370529698854,3012.4741059397707,3434.4,-6.544658498472798,-1019.4370529698854,31
216,2021-11-13,22:30:00,ESPN,Oregon,Washington State,1991000,2021,0,11,3.0,,Pac-12,Pac-12,1,35.0,22.4444444444444,25.8888888888888,24.6666666666666,29.8333333333333,24.1666666666666,53.9999999999999,13.5,56.0,8,1,5,4,9,9,8,0,1,0,0,1991.0,21,15,36,315,0,0,0,1,0,0,1,0,0,0,1,1,1,1,2021-11-13,0,0,1,22,0,0,0,1,1,0,0,1,2202.1812632708343,1804.6025265416683,2599.76,-18.053860658983815,-211.18126327083428,9
217,2021-11-13,15:30:00,ESPN,Florida State,Miami (Florida),1534000,2021,0,11,,,ACC,ACC,1,28.1111111111111,27.0,32.8888888888888,30.4444444444444,29.27777777777775,29.9444444444444,59.22222222222215,,,3,6,5,4,9,9,-2,0,1,0,0,1534.0,32,20,52,640,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2021-11-13,0,0,1,15,0,1,0,0,4,0,0,4,1896.5739579184517,2072.1479558369033,1720.99996,9.257429544753924,-362.5739579184517,19
218,2021-11-13,12:00:00,ESPN,Auburn,Mississippi State,1529000,2021,0,11,17.0,,SEC,SEC,1,31.3333333333333,19.7777777777777,28.0,25.3333333333333,28.3333333333333,23.88888888888885,52.22222222222215,6.0,52.0,6,3,5,4,9,9,4,0,1,0,0,1529.0,40,25,65,1000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2021-11-13,0,0,1,12,1,0,0,0,4,0,0,4,2397.537917868095,2271.35583573619,2523.72,-5.262985881954552,-868.5379178680951,36
219,2021-11-13,20:00:00,FOX,Oklahoma State,TCU,1373000,2021,0,11,10.0,,Big 12,Big 12,1,28.7777777777777,16.3333333333333,31.3333333333333,31.1111111111111,29.9444444444444,23.8333333333333,53.7777777777777,14.5,53.5,8,1,4,5,9,9,6,1,0,0,0,1373.0,20,19,39,380,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2021-11-13,0,0,1,20,0,0,1,0,4,0,0,4,2672.1105874085883,2368.981214817177,2975.23996,-11.344192640072814,-1299.1105874085883,48
220,2021-11-13,15:30:00,ESPN2,Texas Tech,Iowa State,676000,2021,0,11,,,Big 12,Big 12,1,32.7777777777777,33.0,31.8888888888888,18.2222222222222,25.49999999999995,32.4444444444444,57.94444444444435,,,5,4,6,3,9,9,4,0,0,1,0,676.0,14,12,26,168,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2021-11-13,0,0,1,15,0,1,0,0,4,0,0,4,679.2812257508234,518.2024515016468,840.36,-23.713120301703164,-3.2812257508234097,0
221,2021-11-13,12:00:00,ESPN2,Wisconsin,Northwestern,667000,2021,0,11,18.0,,Big Ten,Big Ten,1,25.2222222222222,15.4444444444444,18.2222222222222,26.0,25.6111111111111,16.8333333333333,42.4444444444444,23.5,39.5,6,3,3,6,9,9,0,0,0,1,0,667.0,32,22,54,704,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2021-11-13,0,0,1,12,1,0,0,0,4,0,0,4,1125.985494900269,1294.211069800538,957.75992,14.94029680330555,-458.98549490026903,40
222,2021-11-13,19:00:00,FS1,Washington,Arizona State,538000,2021,0,11,,,Pac-12,Pac-12,1,22.0,19.6666666666666,30.3333333333333,20.2222222222222,21.1111111111111,24.99999999999995,46.11111111111105,,,4,5,6,3,9,9,2,0,0,0,1,538.0,16,18,34,288,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021-11-13,0,0,1,19,0,0,1,0,4,0,0,4,435.31393755757057,274.46787511514117,596.16,-36.94944006270357,102.68606244242943,23
223,2021-11-13,12:00:00,FS1,Kansas State,West Virginia,476000,2021,0,11,,,Big 12,Big 12,1,28.3333333333333,21.5555555555555,26.6666666666666,23.0,25.66666666666665,24.11111111111105,49.7777777777777,6.0,47.0,6,3,4,5,9,9,2,0,0,0,1,476.0,11,15,26,165,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2021-11-13,0,0,1,12,1,0,0,0,4,0,0,4,410.2026858642061,436.4053717284122,384.0,6.387741174586132,65.7973141357939,16
224,2021-11-13,19:00:00,ESPN2,Vanderbilt,Kentucky,446000,2021,0,11,,,SEC,SEC,1,14.8888888888888,35.5555555555555,28.6666666666666,23.4444444444444,19.1666666666666,32.11111111111105,51.27777777777765,22.5,52.5,2,7,6,3,9,9,-2,0,0,1,0,446.0,20,21,41,420,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2021-11-13,0,0,1,19,0,0,1,0,4,0,0,4,677.1072485290449,573.9344970580897,780.28,-15.237283561073777,-231.1072485290449,34
225,2021-11-13,22:30:00,FS1,San Jose State,Utah State,144000,2021,0,11,,,Mt. West,Mt. West,1,21.4,23.0,31.7777777777777,27.2222222222222,24.3111111111111,27.38888888888885,51.699999999999946,3.5,55.5,5,5,7,2,10,9,5,0,0,0,1,144.0,10,10,20,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-11-13,0,0,1,22,0,0,0,1,1,0,0,1,178.27279782577705,253.4655956515541,103.08,42.17850325054173,-34.27279782577705,19
226,2021-11-16,19:30:00,ESPN2,Eastern Michigan,Western Michigan,428000,2021,0,12,,,MAC,MAC,1,34.0,28.2,30.7,30.0,32.0,29.45,61.45,,,6,4,6,4,10,10,4,0,0,1,0,428.0,0,14,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-11-16,0,0,0,19,0,0,1,0,0,0,0,0,412.2356704784064,410.67134095681286,413.8,-0.3794745660360122,15.764329521593595,3
227,2021-11-18,19:30:00,ESPN,Duke,Louisville,466000,2021,0,12,,,ACC,ACC,1,24.2,36.8,30.0,25.0,24.6,33.4,58.0,18.5,60.5,3,7,5,5,10,10,-4,0,1,0,0,466.0,14,21,35,294,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2021-11-18,1,0,0,19,0,0,1,0,0,0,0,0,1200.8988417981773,1165.1576835963542,1236.64,-2.9762005722568254,-734.8988417981773,61
228,2021-11-19,21:00:00,ESPN2,Houston,Memphis,611000,2021,0,12,24.0,,AAC,AAC,1,38.9,20.8,31.5,29.2,34.05,26.15,60.199999999999996,10.5,63.5,9,1,5,5,10,10,8,0,0,1,0,611.0,13,12,25,156,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2021-11-19,0,1,0,21,0,0,0,1,1,0,0,1,851.607306428533,715.7746128570659,987.44,-15.95015596344771,-240.60730642853298,28
229,2021-11-19,21:00:00,FS1,Nevada,Air Force,245000,2021,0,12,,,Mt. West,Mt. West,1,34.9,24.2,28.3,17.6,26.25,26.25,52.5,,,7,3,7,3,10,10,8,0,0,0,1,245.0,10,10,20,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-11-19,0,1,0,21,0,0,0,1,1,0,0,1,269.0621383542287,420.8042767084574,117.32,56.39668936045376,-24.062138354228694,8
230,2021-11-20,15:30:00,CBS,Alabama,Arkansas,5464000,2021,0,12,2.0,21.0,SEC,SEC,1,44.6,18.2,30.9,22.9,33.75,24.549999999999997,58.3,21.5,58.0,9,1,7,3,10,10,12,1,0,0,0,5464.0,50,28,78,1400,0,0,0,0,1,0,1,0,0,1,1,1,1,2,2021-11-20,0,0,1,15,0,1,0,0,5,0,0,5,6127.8052537802805,5757.290507560561,6498.32,-6.046451068123393,-663.8052537802805,10
231,2021-11-20,12:00:00,ABC,Ohio State,Michigan State,5287000,2021,0,12,4.0,7.0,Big Ten,Big Ten,1,46.3,20.2,34.6,22.5,34.4,27.4,61.8,17.5,68.0,9,1,9,1,10,10,16,1,0,0,0,5287.0,50,34,84,1700,0,1,0,0,0,0,1,0,0,0,1,2,2,2,2021-11-20,0,0,1,12,1,0,0,0,5,0,0,5,9907.838743496719,9522.457486993439,10293.22,-3.889660161821224,-4620.838743496719,46
232,2021-11-20,19:30:00,ABC,Utah,Oregon,4818000,2021,0,12,23.0,3.0,Pac-12,Pac-12,1,35.7,23.8,35.3,22.6,29.150000000000002,29.549999999999997,58.7,1.0,59.5,7,3,9,1,10,10,12,1,0,0,0,4818.0,19,21,40,399,0,0,0,1,0,0,1,0,0,0,1,1,1,2,2021-11-20,0,0,1,19,0,0,1,0,3,0,0,3,3733.173394684374,3460.226789368749,4006.12,-7.311383010075858,1084.8266053156258,29
233,2021-11-20,15:30:00,ABC,Wisconsin,Nebraska,3534000,2021,0,12,15.0,,Big Ten,Big Ten,1,26.2,14.6,28.6,20.9,23.549999999999997,21.6,45.15,10.0,42.0,7,3,3,7,10,10,0,1,0,0,0,3534.0,32,28,60,896,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2021-11-20,0,0,1,15,0,1,0,0,5,0,0,5,2995.3770488023683,2821.354097604737,3169.4,-5.809717720418888,538.6229511976317,17
234,2021-11-20,12:00:00,FOX,Oklahoma,Iowa State,3103000,2021,0,12,13.0,,Big 12,Big 12,1,40.0,24.5,32.5,20.5,30.25,28.5,58.75,7.5,59.5,9,1,6,4,10,10,10,1,0,0,0,3103.0,28,12,40,336,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2021-11-20,0,0,1,12,1,0,0,0,5,0,0,5,3020.9741205335777,2601.788321067156,3440.1599199999996,-13.875848740881741,82.02587946642234,2
235,2021-11-20,19:00:00,ESPN,South Carolina,Auburn,2033000,2021,0,12,,,SEC,SEC,1,23.5,24.4,31.6,22.1,22.8,28.0,50.8,,,5,5,6,4,10,10,2,0,1,0,0,2033.0,25,40,65,1000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2021-11-20,0,0,1,19,0,0,1,0,3,0,0,3,2329.325784697936,2299.1316493958716,2359.5199199999997,-1.2962607249024038,-296.3257846979359,12
236,2021-11-20,20:00:00,FOX,Texas Tech,Oklahoma State,1911000,2021,0,12,,9.0,Big 12,Big 12,1,33.6,33.5,32.2,16.4,25.0,32.85,57.85,,,6,4,9,1,10,10,10,1,0,0,0,1911.0,14,20,34,280,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2021-11-20,0,0,1,20,0,0,1,0,3,0,0,3,2330.573082527183,2304.466165054366,2356.68,-1.1201930404391225,-419.57308252718303,18
237,2021-11-20,16:00:00,FOX,USC,UCLA,1836000,2021,0,12,,,Pac-12,Pac-12,1,29.5555555555555,28.8888888888888,33.4,27.4,28.47777777777775,31.1444444444444,59.62222222222215,3.0,65.5,4,5,6,4,9,10,1,1,0,0,0,1836.0,22,19,41,418,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021-11-20,0,0,1,16,0,1,0,0,5,0,0,5,2279.3132080358923,2299.9064560717848,2258.71996,0.9034847849470343,-443.31320803589233,19
238,2021-11-20,12:00:00,ESPN,Clemson,Wake Forest,1553000,2021,0,12,,10.0,ACC,ACC,1,24.4,15.3,44.7,29.1,26.75,30.0,56.75,3.0,52.5,7,3,9,1,10,10,12,0,1,0,0,1553.0,31,15,46,465,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2021-11-20,0,0,1,12,1,0,0,0,5,0,0,5,2437.023437404433,2231.6068748088655,2642.44,-8.428994134514662,-884.023437404433,36
239,2021-11-20,14:30:00,NBC,Notre Dame,Georgia Tech,1455000,2021,0,12,8.0,,Independent,ACC,0,32.3,20.5,28.8,30.2,31.25,24.65,55.9,16.5,60.0,9,1,3,7,10,10,4,1,0,0,0,1455.0,32,20,52,640,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2021-11-20,0,0,1,14,1,0,0,0,5,0,0,5,3058.1057360194727,2992.7314720389454,3123.48,-2.1377372015141805,-1603.1057360194727,52
240,2021-11-20,22:30:00,ESPN,Oregon State,Arizona State,1114000,2021,0,12,,,Pac-12,Pac-12,1,34.0,26.3,30.8,21.2,27.6,28.55,56.150000000000006,,,6,4,7,3,10,10,6,0,1,0,0,1114.0,14,18,32,252,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021-11-20,0,0,1,22,0,0,0,1,1,0,0,1,1466.9195697364148,1247.9192194728296,1685.91992,-14.92926775139666,-352.9195697364148,24
241,2021-11-20,12:00:00,ESPN2,West Virginia,Texas,1005000,2021,0,12,,,Big 12,Big 12,1,25.7,24.1,37.8,32.5,29.1,30.95,60.05,0.0,61.5,4,6,4,6,10,10,-4,0,0,1,0,1005.0,15,25,40,375,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2021-11-20,0,0,1,12,1,0,0,0,5,0,0,5,727.8767394513661,810.2334789027321,645.52,11.314654664393055,277.1232605486339,38
242,2021-11-20,15:30:00,ESPN,Cincinnati,SMU,938000,2021,0,12,5.0,,AAC,AAC,1,39.2,16.2,41.6,25.9,32.55,28.9,61.449999999999996,14.0,65.5,10,0,8,2,10,10,16,0,1,0,0,938.0,15,10,25,150,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2021-11-20,0,0,1,15,0,1,0,0,5,0,0,5,1618.7702001404032,1439.5404002808061,1798.0,-11.071973022733648,-680.7702001404032,42
243,2021-11-20,15:30:00,ESPN2,Pittsburgh,Virginia,851000,2021,0,12,,,ACC,ACC,1,43.5,22.7,35.3,30.5,37.0,29.0,66.0,11.5,67.5,8,2,6,4,10,10,8,0,0,1,0,851.0,20,20,40,400,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2021-11-20,0,0,1,15,0,1,0,0,5,0,0,5,679.3908360539007,727.3016721078013,631.48,7.052028598469286,171.60916394609933,25
244,2021-11-20,14:00:00,FS1,Iowa,Illinois,677000,2021,0,12,17.0,,Big Ten,Big Ten,1,24.7,16.3,17.2,21.6,23.15,16.75,39.9,12.5,37.5,8,2,4,6,10,10,4,0,0,0,1,677.0,21,12,33,252,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2021-11-20,0,0,1,14,1,0,0,0,5,0,0,5,518.3995645795869,362.4791291591739,674.32,-30.077269749804252,158.60043542041308,30
245,2021-11-20,17:30:00,FS1,Kansas State,Baylor,665000,2021,0,12,,11.0,Big 12,Big 12,1,28.9,21.1,35.4,19.9,24.4,28.25,52.65,1.0,50.0,7,3,8,2,10,10,10,0,0,0,1,665.0,11,19,30,209,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2021-11-20,0,0,1,17,0,1,0,0,5,0,0,5,642.9875037836823,713.4550075673646,572.52,10.959389314568924,22.012496216317686,3
246,2021-11-20,20:00:00,ESPN2,LSU,Louisiana-Monroe,598000,2021,0,12,,,SEC,Sun Belt,0,27.1,26.6,22.1,35.4,31.25,24.35,55.6,28.5,56.5,4,6,4,6,10,10,-4,0,0,1,0,598.0,42,10,52,420,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2021-11-20,0,0,1,20,0,0,1,0,3,0,0,3,1205.2835108490772,1279.8871416981547,1130.67988,6.189716376068391,-607.2835108490772,50
247,2021-11-20,21:00:00,FS1,Boise State,New Mexico,165000,2021,0,12,,,Mt. West,Mt. West,1,29.7,20.1,13.6,26.9,28.299999999999997,16.85,45.15,27.5,46.5,6,4,3,7,10,10,-2,0,0,0,1,165.0,10,10,20,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-11-20,0,0,1,21,0,0,0,1,1,0,0,1,237.93976349280717,288.0395269856144,187.84,21.055649865904687,-72.93976349280717,30
248,2021-11-25,19:30:00,ESPN,Mississippi State,Mississippi,2060000,2021,0,13,,,SEC,SEC,1,31.8181818181818,24.7272727272727,36.3636363636363,25.3636363636363,28.59090909090905,30.545454545454504,59.136363636363555,3.0,61.0,7,4,9,2,11,11,10,0,1,0,0,2060.0,25,28,53,700,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2021-11-25,1,0,0,19,0,0,1,0,0,0,0,0,2113.229426332638,2611.578932665276,1614.87992,23.582366406731747,-53.22942633263801,2
249,2021-11-25,15:30:00,FS1,San Jose State,Fresno State,309000,2021,0,13,,,Mt. West,Mt. West,1,21.0,25.2727272727272,33.0,21.2727272727272,21.136363636363598,29.136363636363598,50.272727272727195,,,5,6,8,3,11,11,4,0,0,0,1,309.0,10,10,20,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-11-25,1,0,0,15,0,1,0,0,0,0,0,0,232.84271254961772,189.28542509923543,276.4,-18.70674283658348,76.15728745038228,32
250,2021-11-26,15:30:00,CBS,Arkansas,Missouri,2956000,2021,0,13,25.0,,SEC,SEC,1,31.2727272727272,24.6363636363636,30.8181818181818,34.7272727272727,32.99999999999995,27.727272727272698,60.72727272727265,14.0,64.5,7,4,6,5,11,11,4,1,0,0,0,2956.0,28,25,53,700,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2021-11-26,0,1,0,15,0,1,0,0,4,0,0,4,2813.711959283838,2803.343998567676,2824.0799199999997,-0.3684798183393574,142.28804071616196,5
251,2021-11-26,12:00:00,FOX,Texas,Kansas State,2861000,2021,0,13,,,Big 12,Big 12,1,36.4545454545454,32.3636363636363,27.1818181818181,21.0,28.7272727272727,29.772727272727202,58.4999999999999,1.0,53.5,4,7,7,4,11,11,0,1,0,0,0,2861.0,25,11,36,275,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2021-11-26,0,1,0,12,1,0,0,0,2,0,0,2,2472.8599423219102,2447.999884643821,2497.72,-1.0053160412613904,388.14005767808976,15
252,2021-11-26,19:00:00,ESPN,North Carolina State,North Carolina,2681000,2021,0,13,20.0,,ACC,ACC,1,33.0,18.7272727272727,37.0,31.3636363636363,32.18181818181815,27.863636363636353,60.045454545454504,6.0,63.0,8,3,6,5,11,11,6,0,1,0,0,2681.0,19,20,39,380,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2021-11-26,0,1,0,19,0,0,1,0,1,0,0,1,1497.3024958167528,1500.9650316335058,1493.6399599999997,0.24460894354918955,1183.6975041832472,79
253,2021-11-26,15:30:00,ABC,East Carolina,Cincinnati,2392000,2021,0,13,,4.0,AAC,AAC,1,31.1818181818181,25.4545454545454,40.0,16.0,23.59090909090905,32.7272727272727,56.31818181818175,,,7,4,11,0,11,11,14,1,0,0,0,2392.0,10,15,25,150,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2021-11-26,0,1,0,15,0,1,0,0,4,0,0,4,2378.094016905786,2342.3480338115714,2413.84,-1.5031358239034045,13.905983094214207,0
