,Teams,Year,TotalViewers,TotalCount,MeanViewers,bins
0,Air Force,2013,9166000,7,1309428,1
1,Air Force,2014,9166000,7,1309428,1
2,Air Force,2015,9166000,7,1309428,1
3,Air Force,2016,9166000,7,1309428,1
4,Air Force,2017,6211000,6,1035166,1
5,Air Force,2018,5275000,7,753571,1
6,Air Force,2019,1436000,4,359000,1
7,Air Force,2020,2125000,5,425000,1
8,Air Force,2021,1894000,5,378800,1
9,Air Force,2022,4671000,8,583875,1
10,Air Force,2023,3547000,6,591166,1
11,Akron,2013,340000,1,340000,1
12,Akron,2014,340000,1,340000,1
13,Akron,2015,340000,1,340000,1
14,Akron,2016,340000,1,340000,1
15,Akron,2017,557000,2,278500,1
16,Akron,2018,3880000,5,776000,1
17,Akron,2019,3880000,5,776000,1
18,Akron,2020,3663000,4,915750,1
19,Akron,2021,957000,1,957000,1
20,Akron,2022,957000,1,957000,1
21,Akron,2023,957000,1,957000,1
22,Alabama,2013,215152999,30,7171766,5
23,Alabama,2014,215152999,30,7171766,5
24,Alabama,2015,215152999,30,7171766,5
25,Alabama,2016,215152999,30,7171766,5
26,Alabama,2017,227168000,32,7099000,5
27,Alabama,2018,217909999,33,6603333,5
28,Alabama,2019,247489999,37,6688918,5
29,Alabama,2020,228334999,35,6523857,5
30,Alabama,2021,209082999,32,6533843,5
31,Alabama,2022,156500999,27,5796333,5
32,Alabama,2023,98990999,17,5822999,5
33,Appalachian State,2013,1290000,1,1290000,1
34,Appalachian State,2014,1290000,1,1290000,1
35,Appalachian State,2015,1290000,1,1290000,1
36,Appalachian State,2016,1290000,1,1290000,1
37,Appalachian State,2017,2786000,3,928666,1
38,Appalachian State,2018,3214000,3,1071333,1
39,Appalachian State,2019,3214000,3,1071333,1
40,Appalachian State,2020,3726000,4,931500,1
41,Appalachian State,2021,4898000,7,699714,1
42,Appalachian State,2022,7144000,10,714400,1
43,Appalachian State,2023,5136000,7,733714,1
44,Arizona,2013,28188000,19,1483578,2
45,Arizona,2014,28188000,19,1483578,2
46,Arizona,2015,28188000,19,1483578,2
47,Arizona,2016,28188000,19,1483578,2
48,Arizona,2017,29714999,23,1291956,1
49,Arizona,2018,14295999,17,840941,1
50,Arizona,2019,19082998,20,954149,1
51,Arizona,2020,20830999,18,1157277,1
52,Arizona,2021,22519999,18,1251111,1
53,Arizona,2022,15928000,12,1327333,2
54,Arizona,2023,8788000,7,1255428,2
55,Arizona State,2013,41350000,22,1879545,2
56,Arizona State,2014,41350000,22,1879545,2
57,Arizona State,2015,41350000,22,1879545,2
58,Arizona State,2016,41350000,22,1879545,2
59,Arizona State,2017,36958000,24,1539916,2
60,Arizona State,2018,25318000,19,1332526,2
61,Arizona State,2019,18820000,16,1176250,1
62,Arizona State,2020,17694000,13,1361076,2
63,Arizona State,2021,16522000,12,1376833,2
64,Arizona State,2022,19253000,16,1203312,1
65,Arizona State,2023,11575000,11,1052272,1
66,Arkansas,2013,61348999,21,2921380,3
67,Arkansas,2014,61348999,21,2921380,3
68,Arkansas,2015,61348999,21,2921380,3
69,Arkansas,2016,61348999,21,2921380,3
70,Arkansas,2017,71004999,23,3087173,3
71,Arkansas,2018,62838999,22,2856318,3
72,Arkansas,2019,45610000,17,2682941,3
73,Arkansas,2020,27833999,12,2319499,2
74,Arkansas,2021,17359999,8,2169999,2
75,Arkansas,2022,35675999,12,2972999,3
76,Arkansas,2023,28886000,9,3209555,3
77,Arkansas State,2013,1779000,4,444750,1
78,Arkansas State,2014,1779000,4,444750,1
79,Arkansas State,2015,1779000,4,444750,1
80,Arkansas State,2016,1779000,4,444750,1
81,Arkansas State,2017,1737000,5,347400,1
82,Arkansas State,2018,2009000,6,334833,1
83,Arkansas State,2019,3034000,5,606800,1
84,Arkansas State,2020,3260000,4,815000,1
85,Arkansas State,2021,6649000,7,949857,1
86,Arkansas State,2022,4986000,6,831000,1
87,Arkansas State,2023,4035000,5,807000,1
88,Army,2013,15178000,4,3794500,3
89,Army,2014,15178000,4,3794500,3
90,Army,2015,15178000,4,3794500,3
91,Army,2016,15178000,4,3794500,3
92,Army,2017,24504000,5,4900800,3
93,Army,2018,19090000,4,4772500,3
94,Army,2019,20011000,4,5002750,3
95,Army,2020,22996000,4,5749000,4
96,Army,2021,21788000,5,4357600,3
97,Army,2022,15182000,5,3036400,3
98,Army,2023,2742000,3,914000,1
99,Auburn,2013,110087000,22,5003954,4
100,Auburn,2014,110087000,22,5003954,4
101,Auburn,2015,110087000,22,5003954,4
102,Auburn,2016,110087000,22,5003954,4
103,Auburn,2017,104404000,23,4539304,4
104,Auburn,2018,105670000,23,4594347,4
105,Auburn,2019,118128000,25,4725120,4
106,Auburn,2020,136779000,27,5065888,4
107,Auburn,2021,110822999,25,4432919,4
108,Auburn,2022,108584999,25,4343399,4
109,Auburn,2023,59666999,15,3977799,4
110,Austin Peay,2013,0,0,0,1
111,Austin Peay,2014,0,0,0,1
112,Austin Peay,2015,0,0,0,1
113,Austin Peay,2016,0,0,0,1
114,Austin Peay,2017,0,0,0,1
115,Austin Peay,2018,0,0,0,1
116,Austin Peay,2019,1193000,1,1193000,1
117,Austin Peay,2020,1193000,1,1193000,1
118,Austin Peay,2021,1694000,2,847000,1
119,Austin Peay,2022,501000,1,501000,1
120,Austin Peay,2023,501000,1,501000,1
121,BYU,2013,28489999,19,1499473,2
122,BYU,2014,28489999,19,1499473,2
123,BYU,2015,28489999,19,1499473,2
124,BYU,2016,28489999,19,1499473,2
125,BYU,2017,26676999,21,1270333,1
126,BYU,2018,25598998,20,1279949,1
127,BYU,2019,23439999,23,1019130,1
128,BYU,2020,23375999,21,1113142,1
129,BYU,2021,21951000,22,997772,1
130,BYU,2022,23935000,22,1087954,1
131,BYU,2023,16822000,17,989529,1
132,Ball State,2013,1197000,2,598500,1
133,Ball State,2014,1197000,2,598500,1
134,Ball State,2015,1197000,2,598500,1
135,Ball State,2016,1197000,2,598500,1
136,Ball State,2017,1349000,3,449666,1
137,Ball State,2018,744000,2,372000,1
138,Ball State,2019,3553000,4,888250,1
139,Ball State,2020,3021000,3,1007000,1
140,Ball State,2021,3896000,4,974000,1
141,Ball State,2022,1968000,3,656000,1
142,Ball State,2023,1756000,2,878000,1
143,Baylor,2013,53666999,25,2146679,2
144,Baylor,2014,53666999,25,2146679,2
145,Baylor,2015,53666999,25,2146679,2
146,Baylor,2016,53666999,25,2146679,2
147,Baylor,2017,52036998,28,1858464,2
148,Baylor,2018,43027999,24,1792833,2
149,Baylor,2019,23345999,24,972749,1
150,Baylor,2020,33069000,23,1437782,2
151,Baylor,2021,35233000,25,1409320,2
152,Baylor,2022,41397000,24,1724875,2
153,Baylor,2023,18760000,15,1250666,2
154,Boise State,2013,23132998,19,1217526,1
155,Boise State,2014,23132998,19,1217526,1
156,Boise State,2015,23132998,19,1217526,1
157,Boise State,2016,23132998,19,1217526,1
158,Boise State,2017,19441998,20,972099,1
159,Boise State,2018,17304997,20,865249,1
160,Boise State,2019,15547999,20,777399,1
161,Boise State,2020,17128999,21,815666,1
162,Boise State,2021,13948000,18,774888,1
163,Boise State,2022,16574000,22,753363,1
164,Boise State,2023,10828000,14,773428,1
165,Boston College,2013,15271000,7,2181571,2
166,Boston College,2014,15271000,7,2181571,2
167,Boston College,2015,15271000,7,2181571,2
168,Boston College,2016,15271000,7,2181571,2
169,Boston College,2017,11347000,8,1418375,1
170,Boston College,2018,11744000,9,1304888,1
171,Boston College,2019,16609000,14,1186357,1
172,Boston College,2020,12463000,10,1246300,1
173,Boston College,2021,19513000,9,2168111,2
174,Boston College,2022,13366000,6,2227666,2
175,Boston College,2023,13366000,6,2227666,2
176,Bowling Green,2013,4006000,7,572285,1
177,Bowling Green,2014,4006000,7,572285,1
178,Bowling Green,2015,4006000,7,572285,1
179,Bowling Green,2016,4006000,7,572285,1
180,Bowling Green,2017,4006000,7,572285,1
181,Bowling Green,2018,1814000,3,604666,1
182,Bowling Green,2019,0,0,0,1
183,Bowling Green,2020,1280000,1,1280000,1
184,Bowling Green,2021,1472000,2,736000,1
185,Bowling Green,2022,1472000,2,736000,1
186,Bowling Green,2023,192000,1,192000,1
187,Buffalo,2013,4688000,4,1172000,1
188,Buffalo,2014,4688000,4,1172000,1
189,Buffalo,2015,4688000,4,1172000,1
190,Buffalo,2016,4688000,4,1172000,1
191,Buffalo,2017,2239000,2,1119500,1
192,Buffalo,2018,949000,1,949000,1
193,Buffalo,2019,888000,2,444000,1
194,Buffalo,2020,3058000,3,1019333,1
195,Buffalo,2021,4575000,5,915000,1
196,Buffalo,2022,3687000,3,1229000,1
197,Buffalo,2023,1517000,2,758500,1
198,California,2013,21881000,18,1215611,1
199,California,2014,21881000,18,1215611,1
200,California,2015,21881000,18,1215611,1
201,California,2016,21881000,18,1215611,1
202,California,2017,23296999,17,1370411,1
203,California,2018,31376999,21,1494142,2
204,California,2019,26573999,21,1265428,1
205,California,2020,22299000,20,1114950,1
206,California,2021,13330000,15,888666,1
207,California,2022,9490000,12,790833,1
208,California,2023,4461000,6,743500,1
209,Campbell,2013,0,0,0,1
210,Campbell,2014,0,0,0,1
211,Campbell,2015,0,0,0,1
212,Campbell,2016,0,0,0,1
213,Campbell,2017,0,0,0,1
214,Campbell,2018,0,0,0,1
215,Campbell,2019,0,0,0,1
216,Campbell,2020,0,0,0,1
217,Campbell,2021,509000,1,509000,1
218,Campbell,2022,509000,1,509000,1
219,Campbell,2023,509000,1,509000,1
220,Central Arkansas,2013,0,0,0,1
221,Central Arkansas,2014,0,0,0,1
222,Central Arkansas,2015,0,0,0,1
223,Central Arkansas,2016,0,0,0,1
224,Central Arkansas,2017,0,0,0,1
225,Central Arkansas,2018,0,0,0,1
226,Central Arkansas,2019,0,0,0,1
227,Central Arkansas,2020,0,0,0,1
228,Central Arkansas,2021,501000,1,501000,1
229,Central Arkansas,2022,501000,1,501000,1
230,Central Arkansas,2023,501000,1,501000,1
231,Central Michigan,2013,1153000,2,576500,1
232,Central Michigan,2014,1153000,2,576500,1
233,Central Michigan,2015,1153000,2,576500,1
234,Central Michigan,2016,1153000,2,576500,1
235,Central Michigan,2017,1466000,3,488666,1
236,Central Michigan,2018,1682000,4,420500,1
237,Central Michigan,2019,1546000,4,386500,1
238,Central Michigan,2020,999000,3,333000,1
239,Central Michigan,2021,1976000,4,494000,1
240,Central Michigan,2022,1551000,3,517000,1
241,Central Michigan,2023,1193000,2,596500,1
242,Charlotte,2013,0,0,0,1
243,Charlotte,2014,0,0,0,1
244,Charlotte,2015,0,0,0,1
245,Charlotte,2016,0,0,0,1
246,Charlotte,2017,0,0,0,1
247,Charlotte,2018,0,0,0,1
248,Charlotte,2019,0,0,0,1
249,Charlotte,2020,0,0,0,1
250,Charlotte,2021,408000,1,408000,1
251,Charlotte,2022,408000,1,408000,1
252,Charlotte,2023,408000,1,408000,1
253,Chattanooga,2013,0,0,0,1
254,Chattanooga,2014,0,0,0,1
255,Chattanooga,2015,0,0,0,1
256,Chattanooga,2016,0,0,0,1
257,Chattanooga,2017,2437000,1,2437000,2
258,Chattanooga,2018,2437000,1,2437000,2
259,Chattanooga,2019,2437000,1,2437000,2
260,Chattanooga,2020,0,0,0,1
261,Chattanooga,2021,0,0,0,1
262,Chattanooga,2022,0,0,0,1
263,Chattanooga,2023,0,0,0,1
264,Cincinnati,2013,9671000,11,879181,1
265,Cincinnati,2014,9671000,11,879181,1
266,Cincinnati,2015,9671000,11,879181,1
267,Cincinnati,2016,9671000,11,879181,1
268,Cincinnati,2017,10494000,10,1049400,1
269,Cincinnati,2018,11447000,8,1430875,2
270,Cincinnati,2019,11099000,6,1849833,2
271,Cincinnati,2020,20075000,10,2007500,2
272,Cincinnati,2021,23581000,15,1572066,2
273,Cincinnati,2022,34078000,23,1481652,2
274,Cincinnati,2023,22417000,17,1318647,2
275,Clemson,2013,81327000,22,3696681,3
276,Clemson,2014,81327000,22,3696681,3
277,Clemson,2015,81327000,22,3696681,3
278,Clemson,2016,81327000,22,3696681,3
279,Clemson,2017,95067000,24,3961125,3
280,Clemson,2018,111410000,30,3713666,3
281,Clemson,2019,107841000,32,3370031,3
282,Clemson,2020,95441000,31,3078741,3
283,Clemson,2021,99768000,27,3695111,3
284,Clemson,2022,88542000,23,3849652,4
285,Clemson,2023,58552000,14,4182285,4
286,Coastal Carolina,2013,0,0,0,1
287,Coastal Carolina,2014,0,0,0,1
288,Coastal Carolina,2015,0,0,0,1
289,Coastal Carolina,2016,0,0,0,1
290,Coastal Carolina,2017,0,0,0,1
291,Coastal Carolina,2018,0,0,0,1
292,Coastal Carolina,2019,0,0,0,1
293,Coastal Carolina,2020,0,0,0,1
294,Coastal Carolina,2021,1865000,4,466250,1
295,Coastal Carolina,2022,4258000,7,608285,1
296,Coastal Carolina,2023,4258000,7,608285,1
297,Colorado,2013,5312000,6,885333,1
298,Colorado,2014,5312000,6,885333,1
299,Colorado,2015,5312000,6,885333,1
300,Colorado,2016,5312000,6,885333,1
301,Colorado,2017,17802000,11,1618363,2
302,Colorado,2018,22603999,15,1506933,2
303,Colorado,2019,28585999,17,1681529,2
304,Colorado,2020,24377999,16,1523624,2
305,Colorado,2021,20122000,13,1547846,2
306,Colorado,2022,18487000,10,1848700,2
307,Colorado,2023,9867000,5,1973400,2
308,Colorado State,2013,4058000,3,1352666,1
309,Colorado State,2014,4058000,3,1352666,1
310,Colorado State,2015,4058000,3,1352666,1
311,Colorado State,2016,4058000,3,1352666,1
312,Colorado State,2017,3209000,5,641800,1
313,Colorado State,2018,4356000,6,726000,1
314,Colorado State,2019,4776000,7,682285,1
315,Colorado State,2020,4764000,8,595500,1
316,Colorado State,2021,2631000,6,438500,1
317,Colorado State,2022,2724000,6,454000,1
318,Colorado State,2023,805000,2,402500,1
319,Connecticut,2013,12353000,6,2058833,2
320,Connecticut,2014,12353000,6,2058833,2
321,Connecticut,2015,12353000,6,2058833,2
322,Connecticut,2016,12353000,6,2058833,2
323,Connecticut,2017,7527000,6,1254500,1
324,Connecticut,2018,6142000,6,1023666,1
325,Connecticut,2019,2999000,4,749750,1
326,Connecticut,2020,2119000,4,529750,1
327,Connecticut,2021,1064000,2,532000,1
328,Connecticut,2022,1064000,2,532000,1
329,Connecticut,2023,0,0,0,1
330,Duke,2013,5672000,6,945333,1
331,Duke,2014,5672000,6,945333,1
332,Duke,2015,5672000,6,945333,1
333,Duke,2016,5672000,6,945333,1
334,Duke,2017,10681000,8,1335125,1
335,Duke,2018,10684000,8,1335500,2
336,Duke,2019,13253000,10,1325300,1
337,Duke,2020,12983000,9,1442555,2
338,Duke,2021,15090000,9,1676666,2
339,Duke,2022,11773000,7,1681857,2
340,Duke,2023,5479000,4,1369750,2
341,East Carolina,2013,7922000,9,880222,1
342,East Carolina,2014,7922000,9,880222,1
343,East Carolina,2015,7922000,9,880222,1
344,East Carolina,2016,7922000,9,880222,1
345,East Carolina,2017,7394000,7,1056285,1
346,East Carolina,2018,2973000,4,743250,1
347,East Carolina,2019,486000,1,486000,1
348,East Carolina,2020,860000,2,430000,1
349,East Carolina,2021,3170000,6,528333,1
350,East Carolina,2022,6056000,8,757000,1
351,East Carolina,2023,5682000,7,811714,1
352,Eastern Kentucky,2013,0,0,0,1
353,Eastern Kentucky,2014,0,0,0,1
354,Eastern Kentucky,2015,0,0,0,1
355,Eastern Kentucky,2016,0,0,0,1
356,Eastern Kentucky,2017,0,0,0,1
357,Eastern Kentucky,2018,0,0,0,1
358,Eastern Kentucky,2019,0,0,0,1
359,Eastern Kentucky,2020,0,0,0,1
360,Eastern Kentucky,2021,1388000,2,694000,1
361,Eastern Kentucky,2022,1388000,2,694000,1
362,Eastern Kentucky,2023,1388000,2,694000,1
363,Eastern Michigan,2013,0,0,0,1
364,Eastern Michigan,2014,0,0,0,1
365,Eastern Michigan,2015,0,0,0,1
366,Eastern Michigan,2016,0,0,0,1
367,Eastern Michigan,2017,0,0,0,1
368,Eastern Michigan,2018,0,0,0,1
369,Eastern Michigan,2019,0,0,0,1
370,Eastern Michigan,2020,0,0,0,1
371,Eastern Michigan,2021,0,0,0,1
372,Eastern Michigan,2022,1459000,4,364750,1
373,Eastern Michigan,2023,1459000,4,364750,1
374,Florida,2013,89552666,20,4477633,4
375,Florida,2014,89552666,20,4477633,4
376,Florida,2015,89552666,20,4477633,4
377,Florida,2016,89552666,20,4477633,4
378,Florida,2017,100270000,20,5013500,4
379,Florida,2018,109948000,25,4397920,4
380,Florida,2019,89218000,23,3879043,3
381,Florida,2020,90604000,25,3624160,3
382,Florida,2021,90666000,24,3777750,3
383,Florida,2022,95140000,24,3964166,4
384,Florida,2023,57000000,15,3800000,4
385,Florida Atlantic,2013,1030000,4,257500,1
386,Florida Atlantic,2014,1030000,4,257500,1
387,Florida Atlantic,2015,1030000,4,257500,1
388,Florida Atlantic,2016,1030000,4,257500,1
389,Florida Atlantic,2017,803000,2,401500,1
390,Florida Atlantic,2018,921000,2,460500,1
391,Florida Atlantic,2019,2935000,3,978333,1
392,Florida Atlantic,2020,5555000,4,1388750,2
393,Florida Atlantic,2021,5300000,3,1766666,2
394,Florida Atlantic,2022,2620000,1,2620000,3
395,Florida Atlantic,2023,0,0,0,1
396,Florida International,2013,298000,2,149000,1
397,Florida International,2014,298000,2,149000,1
398,Florida International,2015,298000,2,149000,1
399,Florida International,2016,298000,2,149000,1
400,Florida International,2017,252000,1,252000,1
401,Florida International,2018,0,0,0,1
402,Florida International,2019,345000,1,345000,1
403,Florida International,2020,345000,1,345000,1
404,Florida International,2021,345000,1,345000,1
405,Florida International,2022,0,0,0,1
406,Florida International,2023,0,0,0,1
407,Florida State,2013,125015000,27,4630185,4
408,Florida State,2014,125015000,27,4630185,4
409,Florida State,2015,125015000,27,4630185,4
410,Florida State,2016,125015000,27,4630185,4
411,Florida State,2017,128004999,27,4740925,4
412,Florida State,2018,94458999,26,3633038,3
413,Florida State,2019,87760999,27,3250407,3
414,Florida State,2020,55932999,22,2542409,2
415,Florida State,2021,41978999,19,2209421,2
416,Florida State,2022,34513999,16,2157124,2
417,Florida State,2023,28002000,12,2333500,2
418,Fresno State,2013,10437000,11,948818,1
419,Fresno State,2014,10437000,11,948818,1
420,Fresno State,2015,10437000,11,948818,1
421,Fresno State,2016,10437000,11,948818,1
422,Fresno State,2017,7436000,9,826222,1
423,Fresno State,2018,4700999,7,671571,1
424,Fresno State,2019,6199999,9,688888,1
425,Fresno State,2020,8175999,11,743272,1
426,Fresno State,2021,5159000,8,644875,1
427,Fresno State,2022,2953000,5,590600,1
428,Fresno State,2023,542000,2,271000,1
429,Georgia,2013,105541999,23,4588782,4
430,Georgia,2014,105541999,23,4588782,4
431,Georgia,2015,105541999,23,4588782,4
432,Georgia,2016,105541999,23,4588782,4
433,Georgia,2017,78057999,19,4108315,3
434,Georgia,2018,94977999,23,4129478,4
435,Georgia,2019,135468000,26,5210307,4
436,Georgia,2020,170645000,33,5171060,4
437,Georgia,2021,148175000,26,5699038,5
438,Georgia,2022,124361000,26,4783115,4
439,Georgia,2023,69298000,14,4949857,4
440,Georgia Southern,2013,0,0,0,1
441,Georgia Southern,2014,0,0,0,1
442,Georgia Southern,2015,0,0,0,1
443,Georgia Southern,2016,0,0,0,1
444,Georgia Southern,2017,766000,2,383000,1
445,Georgia Southern,2018,1187000,3,395666,1
446,Georgia Southern,2019,1187000,3,395666,1
447,Georgia Southern,2020,421000,1,421000,1
448,Georgia Southern,2021,817000,3,272333,1
449,Georgia Southern,2022,817000,3,272333,1
450,Georgia Southern,2023,817000,3,272333,1
451,Georgia State,2013,0,0,0,1
452,Georgia State,2014,0,0,0,1
453,Georgia State,2015,0,0,0,1
454,Georgia State,2016,0,0,0,1
455,Georgia State,2017,0,0,0,1
456,Georgia State,2018,0,0,0,1
457,Georgia State,2019,790000,1,790000,1
458,Georgia State,2020,790000,1,790000,1
459,Georgia State,2021,1910000,3,636666,1
460,Georgia State,2022,1120000,2,560000,1
461,Georgia State,2023,1120000,2,560000,1
462,Georgia Tech,2013,35427999,13,2725230,2
463,Georgia Tech,2014,35427999,13,2725230,2
464,Georgia Tech,2015,35427999,13,2725230,2
465,Georgia Tech,2016,35427999,13,2725230,2
466,Georgia Tech,2017,28732999,12,2394416,2
467,Georgia Tech,2018,24360999,12,2030083,2
468,Georgia Tech,2019,19716000,11,1792363,2
469,Georgia Tech,2020,18531000,9,2059000,2
470,Georgia Tech,2021,21503000,11,1954818,2
471,Georgia Tech,2022,22683000,10,2268300,2
472,Georgia Tech,2023,20333000,9,2259222,2
473,Hawaii,2013,610000,1,610000,1
474,Hawaii,2014,610000,1,610000,1
475,Hawaii,2015,610000,1,610000,1
476,Hawaii,2016,610000,1,610000,1
477,Hawaii,2017,2745000,2,1372500,1
478,Hawaii,2018,3200000,3,1066666,1
479,Hawaii,2019,3433000,4,858250,1
480,Hawaii,2020,2657000,6,442833,1
481,Hawaii,2021,2461000,6,410166,1
482,Hawaii,2022,3282000,8,410250,1
483,Hawaii,2023,1923000,5,384600,1
484,Houston,2013,12387000,12,1032250,1
485,Houston,2014,12387000,12,1032250,1
486,Houston,2015,12387000,12,1032250,1
487,Houston,2016,12387000,12,1032250,1
488,Houston,2017,26246000,16,1640375,2
489,Houston,2018,24406000,15,1627066,2
490,Houston,2019,23602000,14,1685857,2
491,Houston,2020,18865999,15,1257733,1
492,Houston,2021,20569999,16,1285624,1
493,Houston,2022,16762999,16,1047687,1
494,Houston,2023,5754000,8,719250,1
495,Illinois,2013,15753998,11,1432181,1
496,Illinois,2014,15753998,11,1432181,1
497,Illinois,2015,15753998,11,1432181,1
498,Illinois,2016,15753998,11,1432181,1
499,Illinois,2017,12247998,10,1224799,1
500,Illinois,2018,16045998,10,1604599,2
501,Illinois,2019,11871000,9,1319000,1
502,Illinois,2020,12832000,10,1283200,1
503,Illinois,2021,7085000,8,885625,1
504,Illinois,2022,13575000,10,1357500,2
505,Illinois,2023,10657000,7,1522428,2
506,Indiana,2013,29118000,9,3235333,3
507,Indiana,2014,29118000,9,3235333,3
508,Indiana,2015,29118000,9,3235333,3
509,Indiana,2016,29118000,9,3235333,3
510,Indiana,2017,30917000,8,3864625,3
511,Indiana,2018,44666000,12,3722166,3
512,Indiana,2019,34743000,13,2672538,2
513,Indiana,2020,33725000,15,2248333,2
514,Indiana,2021,31883999,16,1992749,2
515,Indiana,2022,34513999,16,2157124,2
516,Indiana,2023,27544999,12,2295416,2
517,Iowa,2013,47572999,18,2642944,2
518,Iowa,2014,47572999,18,2642944,2
519,Iowa,2015,47572999,18,2642944,2
520,Iowa,2016,47572999,18,2642944,2
521,Iowa,2017,49621998,19,2611684,2
522,Iowa,2018,60954998,22,2770681,3
523,Iowa,2019,53103999,22,2413818,2
524,Iowa,2020,56542000,26,2174692,2
525,Iowa,2021,43544000,22,1979272,2
526,Iowa,2022,44753000,21,2131095,2
527,Iowa,2023,24969000,11,2269909,2
528,Iowa State,2013,22588000,22,1026727,1
529,Iowa State,2014,22588000,22,1026727,1
530,Iowa State,2015,22588000,22,1026727,1
531,Iowa State,2016,22588000,22,1026727,1
532,Iowa State,2017,20093000,19,1057526,1
533,Iowa State,2018,17854000,18,991888,1
534,Iowa State,2019,19731000,18,1096166,1
535,Iowa State,2020,27450000,24,1143750,1
536,Iowa State,2021,39480000,28,1410000,2
537,Iowa State,2022,44634000,30,1487800,2
538,Iowa State,2023,33835000,19,1780789,2
539,Jacksonville State,2013,0,0,0,1
540,Jacksonville State,2014,0,0,0,1
541,Jacksonville State,2015,0,0,0,1
542,Jacksonville State,2016,0,0,0,1
543,Jacksonville State,2017,0,0,0,1
544,Jacksonville State,2018,0,0,0,1
545,Jacksonville State,2019,0,0,0,1
546,Jacksonville State,2020,0,0,0,1
547,Jacksonville State,2021,0,0,0,1
548,Jacksonville State,2022,841000,1,841000,1
549,Jacksonville State,2023,841000,1,841000,1
550,Kansas,2013,8767000,18,487055,1
551,Kansas,2014,8767000,18,487055,1
552,Kansas,2015,8767000,18,487055,1
553,Kansas,2016,8767000,18,487055,1
554,Kansas,2017,8085000,18,449166,1
555,Kansas,2018,9102000,17,535411,1
556,Kansas,2019,12761000,17,750647,1
557,Kansas,2020,14406000,17,847411,1
558,Kansas,2021,14766000,19,777157,1
559,Kansas,2022,14256000,19,750315,1
560,Kansas,2023,9553000,13,734846,1
561,Kansas State,2013,29860000,24,1244166,1
562,Kansas State,2014,29860000,24,1244166,1
563,Kansas State,2015,29860000,24,1244166,1
564,Kansas State,2016,29860000,24,1244166,1
565,Kansas State,2017,31512000,24,1313000,1
566,Kansas State,2018,22803000,24,950125,1
567,Kansas State,2019,21134000,21,1006380,1
568,Kansas State,2020,24763000,22,1125590,1
569,Kansas State,2021,29654000,23,1289304,1
570,Kansas State,2022,30276000,24,1261500,2
571,Kansas State,2023,20980000,17,1234117,1
572,Kent State,2013,875000,2,437500,1
573,Kent State,2014,875000,2,437500,1
574,Kent State,2015,875000,2,437500,1
575,Kent State,2016,875000,2,437500,1
576,Kent State,2017,927000,2,463500,1
577,Kent State,2018,2116000,2,1058000,1
578,Kent State,2019,3009000,3,1003000,1
579,Kent State,2020,3147000,3,1049000,1
580,Kent State,2021,2667000,4,666750,1
581,Kent State,2022,1774000,3,591333,1
582,Kent State,2023,1149000,2,574500,1
583,Kentucky,2013,16945000,7,2420714,2
584,Kentucky,2014,16945000,7,2420714,2
585,Kentucky,2015,16945000,7,2420714,2
586,Kentucky,2016,16945000,7,2420714,2
587,Kentucky,2017,18046000,7,2578000,2
588,Kentucky,2018,12894000,5,2578800,2
589,Kentucky,2019,19670000,8,2458750,2
590,Kentucky,2020,18479000,7,2639857,3
591,Kentucky,2021,17592000,7,2513142,2
592,Kentucky,2022,21587000,9,2398555,2
593,Kentucky,2023,15507000,7,2215285,2
594,LSU,2013,114184000,23,4964521,4
595,LSU,2014,114184000,23,4964521,4
596,LSU,2015,114184000,23,4964521,4
597,LSU,2016,114184000,23,4964521,4
598,LSU,2017,96894000,21,4614000,4
599,LSU,2018,95736000,24,3989000,4
600,LSU,2019,109743000,25,4389720,4
601,LSU,2020,140483000,26,5403192,5
602,LSU,2021,128311000,21,6110047,5
603,LSU,2022,99295000,20,4964750,4
604,LSU,2023,37255000,12,3104583,3
605,Liberty,2013,0,0,0,1
606,Liberty,2014,0,0,0,1
607,Liberty,2015,0,0,0,1
608,Liberty,2016,0,0,0,1
609,Liberty,2017,0,0,0,1
610,Liberty,2018,0,0,0,1
611,Liberty,2019,0,0,0,1
612,Liberty,2020,0,0,0,1
613,Liberty,2021,133000,1,133000,1
614,Liberty,2022,133000,1,133000,1
615,Liberty,2023,133000,1,133000,1
616,Louisiana,2013,2699000,6,449833,1
617,Louisiana,2014,2699000,6,449833,1
618,Louisiana,2015,2699000,6,449833,1
619,Louisiana,2016,2699000,6,449833,1
620,Louisiana,2017,1702000,4,425500,1
621,Louisiana,2018,892000,2,446000,1
622,Louisiana,2019,541000,1,541000,1
623,Louisiana,2020,1269000,2,634500,1
624,Louisiana,2021,3617000,5,723400,1
625,Louisiana,2022,7622000,8,952750,1
626,Louisiana,2023,6353000,6,1058833,1
627,Louisiana Tech,2013,1612000,6,268666,1
628,Louisiana Tech,2014,1612000,6,268666,1
629,Louisiana Tech,2015,1612000,6,268666,1
630,Louisiana Tech,2016,1612000,6,268666,1
631,Louisiana Tech,2017,1996000,4,499000,1
